0	0.800000
1	0.538359
2	0.167030
3	0.603251
4	0.798469
5	0.387287
6	0.439967
6	0.439967
7	0.317687
8	0.757463
9	0.713238
10	0.534811
11	0.732661
12	0.616039
13	0.869218
14	0.116829
15	0.388386
16	0.354907
16	0.354907
17	0.906354
18	0.524522
19	0.729783
20	0.997818
21	0.345288
22	0.253155
23	0.849346
24	0.750250
25	0.485923
26	0.708823
26	0.708823
27	0.343273
28	0.483647
28	0.483647
29	0.551348
30	0.837745
31	0.284278
32	0.403729
33	0.318090
34	0.977370
35	0.816761
36	0.772141
37	0.801353
38	0.343063
39	0.858339
40	0.912961
41	0.492711
42	0.571049
43	0.666716
44	0.727524
45	0.482700
46	0.655804
47	0.260753
48	0.358967
49	0.865163
50	0.420805
51	0.838891
52	0.785616
53	0.708654
54	0.992562
55	0.869637
56	0.294173
57	0.840572
58	0.352047
59	0.363385
60	0.807584
60	0.807584
61	0.501599
62	0.517595
63	0.600779
64	0.442391
65	0.913853
66	0.340360
67	0.917739
68	0.633740
69	0.944642
70	0.831750
71	0.729906
72	0.381326
73	0.632220
74	0.747154
75	0.637254
76	0.940450
77	0.681343
78	0.698096
79	0.328566
80	0.904201
81	0.624250
82	0.307980
83	0.624743
84	0.787252
85	0.924665
86	0.067111
87	0.897231
88	0.380887
89	0.519152
90	0.298743
90	0.298743
91	0.959954
92	0.349299
93	0.930091
94	0.541129
95	0.831750
96	0.866970
97	0.599570
98	0.261242
99	0.642936
100	0.462708
101	0.925005
102	0.814367
103	0.483753
104	0.779839
105	0.941661
106	0.702934
107	0.800938
108	0.468119
109	0.833949
110	0.562423
111	0.951838
112	0.784775
113	0.655834
114	0.326577
115	0.961987
116	0.962972
117	0.635646
118	0.901822
119	0.837583
120	0.495866
121	0.844729
122	0.473750
123	0.386057
123	0.386057
124	0.513319
125	0.956606
126	0.565042
127	0.600604
128	0.845747
129	0.657363
130	0.922101
131	0.841122
132	0.731444
133	0.979386
134	0.313159
135	0.539310
136	0.920950
137	0.750375
138	0.594274
139	0.819277
140	0.817081
141	0.302434
142	0.855475
143	0.845421
144	0.465736
145	0.949226
146	0.683728
147	0.777815
148	0.452179
148	0.452179
149	0.645582
150	0.958246
151	0.477748
152	0.952249
153	0.673890
154	0.679484
155	0.543072
156	0.750161
157	0.724903
158	0.664299
159	0.704462
160	0.695305
160	0.695305
161	0.470727
161	0.470727
162	0.195717
163	0.520532
164	0.847152
165	0.667531
166	0.553869
167	0.520300
168	0.503739
169	0.163169
169	0.163169
170	0.314439
171	0.496032
172	0.645477
173	0.776623
174	0.706862
175	0.370929
176	0.636596
177	0.659527
178	0.276213
179	0.616180
180	0.687843
181	0.588944
182	0.866453
183	0.489695
184	0.966288
185	0.528706
186	0.355182
187	0.810074
188	0.672535
189	0.590302
190	0.787712
191	0.353621
192	0.678903
193	0.932216
194	0.787378
195	0.422359
196	0.776741
197	0.623455
198	0.983124
199	0.293218
200	0.629696
201	0.835164
202	0.878204
203	0.969003
204	0.587154
205	0.824761
206	0.647996
207	0.638994
208	0.834162
209	0.913174
210	0.867055
211	0.823225
212	0.586039
213	0.544006
214	0.257857
215	0.769661
216	0.580206
217	0.889966
218	0.546690
219	0.718131
220	0.655073
220	0.655073
221	0.740434
222	0.844984
223	0.257083
224	0.960168
225	0.836324
226	0.760709
227	0.892247
228	0.482985
229	0.601546
230	0.883230
231	0.583712
232	0.465957
232	0.465957
232	0.465957
233	0.198174
234	0.880897
235	0.121516
236	0.324355
237	0.575483
238	0.842386
239	0.855092
240	0.429964
241	0.935268
242	0.935241
243	0.989088
244	0.736069
245	0.907339
246	0.845372
247	0.713142
248	0.956824
249	0.826999
